estados,data,pib_pc,pib_pmc,pib_pcpt,populacao,pib_cc,ipca,incc,igp,selic,idh_long,idh_renda,idh_educacao,nfsp,estoque,desemprego
MA,199106,21168952.90256492,250.43764459,0.3854975287431817,4929676.0,740041.1932790295,38.61,5.73,9.86,0.41944995,0.551,0.633,0.173,11.17,4782146.58522158,3.3580371244
MG,199106,182891467.57457092,2928.2239909166665,1.0457464082204548,15743536.0,15039874.782649368,38.61,5.73,9.86,0.41944995,0.699,0.478,0.259,11.17,4782146.58522158,7.2408620601
MS,199106,17847165.549038194,303.7815026583333,0.8975542585363634,1780385.0,1505918.8233471706,38.61,5.73,9.86,0.41944995,0.654,0.641,0.221,11.17,4782146.58522158,6.0260523681
MT,199106,15878543.609430898,277.64501501,0.6918968463219696,2026069.0,918915.6729253482,38.61,5.73,9.86,0.41944995,0.689,0.627,0.257,11.17,4782146.58522158,6.0826265968
PA,199106,38444160.235020414,630.4218059333334,0.6920374513075757,4949222.0,2875946.7626743154,38.61,5.73,9.86,0.41944995,0.565,0.618,0.191,11.17,4782146.58522158,8.9697684809
PB,199106,15263827.916651431,261.24509567166666,0.429661785265909,3201324.0,1194264.638914066,38.61,5.73,9.86,0.41944995,0.679,0.515,0.298,11.17,4782146.58522158,5.5730865914
PE,199106,48369334.24634811,879.4521060833333,0.6112392504386365,7127956.0,4026800.433480569,38.61,5.73,9.86,0.41944995,0.64,0.644,0.194,11.17,4782146.58522158,8.2645197051
PI,199106,10042978.393630283,140.32820573333333,0.3496015545924242,2582075.0,392354.294025895,38.61,5.73,9.86,0.41944995,0.617,0.567,0.242,11.17,4782146.58522158,4.4859060351
PR,199106,100882456.6708076,1842.0288104166666,1.0786502036856058,8448620.0,9781160.358532056,38.61,5.73,9.86,0.41944995,0.595,0.569,0.164,11.17,4782146.58522158,6.0546558145
RJ,199106,255492488.59379375,3710.779738666666,1.799501012062121,12807197.0,13316388.878362423,38.61,5.73,9.86,0.41944995,0.69,0.488,0.392,11.17,4782146.58522158,7.1656731871
RN,199106,10620388.408846293,238.65783842666661,0.39385897149166665,2415077.0,1395248.459957075,38.61,5.73,9.86,0.41944995,0.591,0.696,0.242,11.17,4782146.58522158,8.1963422525
RO,199106,8309341.201219712,134.1434688233333,0.6430280467575759,1133265.0,865327.6737090091,38.61,5.73,9.86,0.41944995,0.729,0.547,0.328,11.17,4782146.58522158,7.4314122991
RR,199106,2361594.024903284,30.036785146666666,0.9469360089030304,217583.0,110060.49911821407,38.61,5.73,9.86,0.41944995,0.635,0.667,0.181,11.17,4782146.58522158,6.6986022912
RS,199106,126512120.60078365,2414.2479602666663,1.2459893746795452,9138463.0,7314376.832174974,38.61,5.73,9.86,0.41944995,0.628,0.585,0.24,11.17,4782146.58522158,5.1546450091
SC,199106,73328469.0368388,1093.0972060166666,1.4484625379901515,4542048.0,2525864.91205757,38.61,5.73,9.86,0.41944995,0.753,0.643,0.329,11.17,4782146.58522158,4.2607275367
SE,199106,11762740.135237424,193.75402639833334,0.7058579226098484,1491878.0,1019427.0383939145,38.61,5.73,9.86,0.41944995,0.73,0.648,0.363,11.17,4782146.58522158,7.4379297202
SP,199106,666800089.5126731,10992.4158135,1.89335459526894,31588794.0,34537352.06829853,38.61,5.73,9.86,0.41944995,0.581,0.729,0.211,11.17,4782146.58522158,8.8106222392
TO,199106,6440662.888917891,54.762629125,0.6283542907492424,918400.0,2354.658160785383,38.61,5.73,9.86,0.41944995,0.589,0.552,0.155,11.17,4782146.58522158,6.1001752559
AC,199107,3370141.7117089634,47.069264402499996,0.718658207415909,417102.0,191509.50090181665,46.3,6.33,12.83,0.5890909091,0.645,0.647,0.176,11.17,4782146.58522158,9.2163144702
AL,199107,14391964.210830031,248.45096587916663,0.5124468756106061,2512658.0,912218.7848275796,46.3,6.33,12.83,0.5890909091,0.552,0.574,0.174,11.17,4782146.58522158,8.9808491103
AM,199107,14870860.719836941,595.209920375,0.6281042228545455,2102766.0,1793960.0709153395,46.3,6.33,12.83,0.5890909091,0.668,0.527,0.254,11.17,4782146.58522158,11.5557304923
AP,199107,2628394.014080092,56.2018682175,0.8023241189045455,289035.0,75398.47476296432,46.3,6.33,12.83,0.5890909091,0.645,0.62,0.204,11.17,4782146.58522158,5.9229397628
BA,199107,65249793.207515046,1542.4589792916665,0.4924419593795454,11867336.0,5852935.118649828,46.3,6.33,12.83,0.5890909091,0.582,0.605,0.182,11.17,4782146.58522158,8.2114353503
CE,199107,30797058.43280097,629.8239999166667,0.43428964579621215,6366132.0,3533311.5223663743,46.3,6.33,12.83,0.5890909091,0.613,0.543,0.204,11.17,4782146.58522158,5.7108578194
DF,199107,68690172.83011529,775.5396053333334,3.826017214712121,1601093.0,1608486.695463247,46.3,6.33,12.83,0.5890909091,0.731,0.532,0.419,11.17,4782146.58522158,8.4169350178
ES,199107,33378973.625920303,579.1106969916666,1.1478817387424238,2600619.0,2647270.363248217,46.3,6.33,12.83,0.5890909091,0.686,0.762,0.304,11.17,4782146.58522158,7.2961765187
GO,199107,41855847.04544481,652.2869775833334,0.9315047175060607,4017506.0,2259154.051330901,46.3,6.33,12.83,0.5890909091,0.668,0.619,0.273,11.17,4782146.58522158,6.6636499637
MA,199107,21248292.129136644,283.63052615416666,0.3863916028984848,4929676.0,722085.6996235432,46.3,6.33,12.83,0.5890909091,0.551,0.633,0.173,11.17,4782146.58522158,3.3580371244
MG,199107,183306577.78291044,3317.0789502499997,1.0469334241795456,15743536.0,14983239.382883403,46.3,6.33,12.83,0.5890909091,0.699,0.478,0.259,11.17,4782146.58522158,7.2408620601
MS,199107,17932336.9628678,344.2174424333333,0.9002788842469694,1780385.0,1499389.8051310747,46.3,6.33,12.83,0.5890909091,0.654,0.641,0.221,11.17,4782146.58522158,6.0260523681
MT,199107,15982875.744582156,315.4986251541667,0.6941907609113634,2026069.0,920301.0360867546,46.3,6.33,12.83,0.5890909091,0.689,0.627,0.257,11.17,4782146.58522158,6.0826265968
PA,199107,38368916.50290174,712.936107125,0.6890756487757574,4949222.0,2870307.793714376,46.3,6.33,12.83,0.5890909091,0.565,0.618,0.191,11.17,4782146.58522158,8.9697684809
PB,199107,15299530.025426699,295.59690474999996,0.4302293065840908,3201324.0,1207487.81074298,46.3,6.33,12.83,0.5890909091,0.679,0.515,0.298,11.17,4782146.58522158,5.5730865914
PE,199107,48713951.80663846,999.0420471666667,0.6149534710113638,7127956.0,4085847.3675177023,46.3,6.33,12.83,0.5890909091,0.64,0.644,0.194,11.17,4782146.58522158,8.2645197051
PI,199107,10083729.852936707,158.9103421166667,0.3505669422492424,2582075.0,392727.07258165843,46.3,6.33,12.83,0.5890909091,0.617,0.567,0.242,11.17,4782146.58522158,4.4859060351
PR,199107,100879497.89535251,2076.0897455833333,1.0778270822893938,8448620.0,9685491.506280106,46.3,6.33,12.83,0.5890909091,0.595,0.569,0.164,11.17,4782146.58522158,6.0546558145
RJ,199107,255639468.42209432,4223.045943166666,1.7989258890295454,12807197.0,13287016.232713956,46.3,6.33,12.83,0.5890909091,0.69,0.488,0.392,11.17,4782146.58522158,7.1656731871
RN,199107,10798259.538018102,271.1820726208333,0.3998166284833333,2415077.0,1416262.3866399233,46.3,6.33,12.83,0.5890909091,0.591,0.696,0.242,11.17,4782146.58522158,8.1963422525
RO,199107,8337459.270784736,150.6012545625,0.6425296978840911,1133265.0,866409.7137580335,46.3,6.33,12.83,0.5890909091,0.729,0.547,0.328,11.17,4782146.58522158,7.4314122991
RR,199107,2375654.860330124,33.66987877166667,0.9481629286053033,217583.0,112497.08589871056,46.3,6.33,12.83,0.5890909091,0.635,0.667,0.181,11.17,4782146.58522158,6.6986022912
RS,199107,127519254.48457229,2724.880928125,1.254496820437121,9138463.0,7204612.997752399,46.3,6.33,12.83,0.5890909091,0.628,0.585,0.24,11.17,4782146.58522158,5.1546450091
SC,199107,73513207.6247234,1232.6618259166667,1.4499172803348483,4542048.0,2549936.124317703,46.3,6.33,12.83,0.5890909091,0.753,0.643,0.329,11.17,4782146.58522158,4.2607275367
SE,199107,11777340.978351174,220.33179339583333,0.7054857747651514,1491878.0,1005388.491103662,46.3,6.33,12.83,0.5890909091,0.73,0.648,0.363,11.17,4782146.58522158,7.4379297202
SP,199107,666507995.6914008,12407.10361,1.8895804062143944,31588794.0,34407145.94364971,46.3,6.33,12.83,0.5890909091,0.581,0.729,0.211,11.17,4782146.58522158,8.8106222392
TO,199107,6460455.401632511,62.36709077083333,0.6293538282590909,918400.0,2323.954594530108,46.3,6.33,12.83,0.5890909091,0.589,0.552,0.155,11.17,4782146.58522158,6.1001752559
AC,199108,3384904.6473694523,52.47024841416666,0.7203144275810606,417102.0,192268.9380313942,53.53,10.28,15.49,0.4754927391,0.645,0.647,0.176,11.17,4782146.58522158,9.2163144702
AL,199108,14424466.279820748,277.39244729,0.5127917664401516,2512658.0,889970.0862567234,53.53,10.28,15.49,0.4754927391,0.552,0.574,0.174,11.17,4782146.58522158,8.9808491103
AM,199108,14880388.63500189,662.3212864666666,0.6270071774969698,2102766.0,1804953.904348517,53.53,10.28,15.49,0.4754927391,0.668,0.527,0.254,11.17,4782146.58522158,11.5557304923
AP,199108,2640893.5320770633,62.728493285000006,0.8038008670719698,289035.0,75794.74186416113,53.53,10.28,15.49,0.4754927391,0.645,0.62,0.204,11.17,4782146.58522158,5.9229397628
BA,199108,65428829.917549625,1720.2464331166666,0.49304215777196964,11867336.0,5796566.536779962,53.53,10.28,15.49,0.4754927391,0.582,0.605,0.182,11.17,4782146.58522158,8.2114353503
CE,199108,30955730.479393944,706.2221633,0.4359759692386364,6366132.0,3622063.5545315295,53.53,10.28,15.49,0.4754927391,0.613,0.543,0.204,11.17,4782146.58522158,5.7108578194
DF,199108,68775860.92293246,876.3717857166667,3.823207308569697,1601093.0,1586601.7702629736,53.53,10.28,15.49,0.4754927391,0.731,0.532,0.419,11.17,4782146.58522158,8.4169350178
ES,199108,33577714.34288114,646.3700447166666,1.1528153436939392,2600619.0,2671559.9096817337,53.53,10.28,15.49,0.4754927391,0.686,0.762,0.304,11.17,4782146.58522158,7.2961765187
GO,199108,41945326.10294864,730.07765855,0.931935956718182,4017506.0,2227288.0489960453,53.53,10.28,15.49,0.4754927391,0.668,0.619,0.273,11.17,4782146.58522158,6.6636499637
MA,199108,21327631.355708368,316.82340771833327,0.3872856770537878,4929676.0,704130.2059680569,53.53,10.28,15.49,0.4754927391,0.551,0.633,0.173,11.17,4782146.58522158,3.3580371244
MG,199108,183721687.99124992,3705.933909583333,1.0481204401386366,15743536.0,14926603.983117435,53.53,10.28,15.49,0.4754927391,0.699,0.478,0.259,11.17,4782146.58522158,7.2408620601
MS,199108,18017508.37669741,384.6533822083333,0.9030035099575755,1780385.0,1492860.786914979,53.53,10.28,15.49,0.4754927391,0.654,0.641,0.221,11.17,4782146.58522158,6.0260523681
MT,199108,16087207.879733413,353.3522352983333,0.6964846755007574,2026069.0,921686.399248161,53.53,10.28,15.49,0.4754927391,0.689,0.627,0.257,11.17,4782146.58522158,6.0826265968
PA,199108,38293672.77078307,795.4504083166668,0.6861138462439392,4949222.0,2864668.824754437,53.53,10.28,15.49,0.4754927391,0.565,0.618,0.191,11.17,4782146.58522158,8.9697684809
PB,199108,15335232.134201964,329.94871382833327,0.4307968279022726,3201324.0,1220710.9825718943,53.53,10.28,15.49,0.4754927391,0.679,0.515,0.298,11.17,4782146.58522158,5.5730865914
PE,199108,49058569.36692881,1118.6319882500002,0.6186676915840911,7127956.0,4144894.3015548354,53.53,10.28,15.49,0.4754927391,0.64,0.644,0.194,11.17,4782146.58522158,8.2645197051
PI,199108,10124481.312243132,177.49247850000006,0.35153232990606054,2582075.0,393099.85113742185,53.53,10.28,15.49,0.4754927391,0.617,0.567,0.242,11.17,4782146.58522158,4.4859060351
PR,199108,100876539.11989743,2310.15068075,1.0770039608931816,8448620.0,9589822.654028157,53.53,10.28,15.49,0.4754927391,0.595,0.569,0.164,11.17,4782146.58522158,6.0546558145
RJ,199108,255786448.2503949,4735.3121476666665,1.7983507659969695,12807197.0,13257643.58706549,53.53,10.28,15.49,0.4754927391,0.69,0.488,0.392,11.17,4782146.58522158,7.1656731871
RN,199108,10976130.66718991,303.70630681499995,0.405774285475,2415077.0,1437276.3133227718,53.53,10.28,15.49,0.4754927391,0.591,0.696,0.242,11.17,4782146.58522158,8.1963422525
RO,199108,8365577.340349759,167.05904030166664,0.6420313490106062,1133265.0,867491.7538070579,53.53,10.28,15.49,0.4754927391,0.729,0.547,0.328,11.17,4782146.58522158,7.4314122991
RR,199108,2389715.695756964,37.302972396666675,0.949389848307576,217583.0,114933.67267920705,53.53,10.28,15.49,0.4754927391,0.635,0.667,0.181,11.17,4782146.58522158,6.6986022912
RS,199108,128526388.36836097,3035.5138959833334,1.2630042661946967,9138463.0,7094849.163329825,53.53,10.28,15.49,0.4754927391,0.628,0.585,0.24,11.17,4782146.58522158,5.1546450091
SC,199108,73697946.21260801,1372.2264458166667,1.4513720226795455,4542048.0,2574007.336577835,53.53,10.28,15.49,0.4754927391,0.753,0.643,0.329,11.17,4782146.58522158,4.2607275367
SE,199108,11791941.821464924,246.90956039333332,0.7051136269204544,1491878.0,991349.9438134094,53.53,10.28,15.49,0.4754927391,0.73,0.648,0.363,11.17,4782146.58522158,7.4379297202
SP,199108,666215901.8701284,13821.791406499999,1.8858062171598489,31588794.0,34276939.819000885,53.53,10.28,15.49,0.4754927391,0.581,0.729,0.211,11.17,4782146.58522158,8.8106222392
TO,199108,6480247.914347131,69.97155241666667,0.6303533657689395,918400.0,2293.251028274833,53.53,10.28,15.49,0.4754927391,0.589,0.552,0.155,11.17,4782146.58522158,6.1001752559
AC,199109,3399667.5830299417,57.87123242583333,0.7219706477462121,417102.0,193028.3751609718,60.03,8.02,16.19,0.7482104737,0.645,0.647,0.176,11.17,4782146.58522158,9.2163144702
AL,199109,14456968.348811464,306.3339287008333,0.513136657269697,2512658.0,867721.387685867,60.03,8.02,16.19,0.7482104737,0.552,0.574,0.174,11.17,4782146.58522158,8.9808491103
AM,199109,14889916.55016684,729.4326525583333,0.625910132139394,2102766.0,1815947.7377816946,60.03,8.02,16.19,0.7482104737,0.668,0.527,0.254,11.17,4782146.58522158,11.5557304923
AP,199109,2653393.0500740353,69.2551183525,0.8052776152393939,289035.0,76191.00896535795,60.03,8.02,16.19,0.7482104737,0.645,0.62,0.204,11.17,4782146.58522158,5.9229397628
BA,199109,65607866.627584204,1898.0338869416667,0.49364235616439384,11867336.0,5740197.954910095,60.03,8.02,16.19,0.7482104737,0.582,0.605,0.182,11.17,4782146.58522158,8.2114353503
CE,199109,31114402.52598692,782.6203266833334,0.4376622926810606,6366132.0,3710815.5866966853,60.03,8.02,16.19,0.7482104737,0.613,0.543,0.204,11.17,4782146.58522158,5.7108578194
DF,199109,68861549.01574963,977.2039661,3.8203974024272727,1601093.0,1564716.8450627003,60.03,8.02,16.19,0.7482104737,0.731,0.532,0.419,11.17,4782146.58522158,8.4169350178
ES,199109,33776455.05984198,713.6293924416666,1.1577489486454544,2600619.0,2695849.4561152505,60.03,8.02,16.19,0.7482104737,0.686,0.762,0.304,11.17,4782146.58522158,7.2961765187
GO,199109,42034805.16045247,807.8683395166668,0.9323671959303031,4017506.0,2195422.0466611898,60.03,8.02,16.19,0.7482104737,0.668,0.619,0.273,11.17,4782146.58522158,6.6636499637
MA,199109,21406970.582280092,350.01628928249994,0.3881797512090909,4929676.0,686174.7123125707,60.03,8.02,16.19,0.7482104737,0.551,0.633,0.173,11.17,4782146.58522158,3.3580371244
MG,199109,184136798.19958943,4094.788868916666,1.0493074560977274,15743536.0,14869968.58335147,60.03,8.02,16.19,0.7482104737,0.699,0.478,0.259,11.17,4782146.58522158,7.2408620601
MS,199109,18102679.79052702,425.08932198333326,0.9057281356681816,1780385.0,1486331.7686988832,60.03,8.02,16.19,0.7482104737,0.654,0.641,0.221,11.17,4782146.58522158,6.0260523681
MT,199109,16191540.014884673,391.2058454425,0.6987785900901514,2026069.0,923071.7624095675,60.03,8.02,16.19,0.7482104737,0.689,0.627,0.257,11.17,4782146.58522158,6.0826265968
PA,199109,38218429.03866439,877.9647095083335,0.683152043712121,4949222.0,2859029.8557944978,60.03,8.02,16.19,0.7482104737,0.565,0.618,0.191,11.17,4782146.58522158,8.9697684809
PB,199109,15370934.242977232,364.30052290666663,0.43136434922045447,3201324.0,1233934.1544008085,60.03,8.02,16.19,0.7482104737,0.679,0.515,0.298,11.17,4782146.58522158,5.5730865914
PE,199109,49403186.92721915,1238.2219293333333,0.6223819121568183,7127956.0,4203941.235591969,60.03,8.02,16.19,0.7482104737,0.64,0.644,0.194,11.17,4782146.58522158,8.2645197051
PI,199109,10165232.771549556,196.07461488333337,0.35249771756287873,2582075.0,393472.62969318527,60.03,8.02,16.19,0.7482104737,0.617,0.567,0.242,11.17,4782146.58522158,4.4859060351
PR,199109,100873580.34444234,2544.2116159166667,1.0761808394969696,8448620.0,9494153.801776206,60.03,8.02,16.19,0.7482104737,0.595,0.569,0.164,11.17,4782146.58522158,6.0546558145
RJ,199109,255933428.0786955,5247.578352166666,1.7977756429643938,12807197.0,13228270.941417024,60.03,8.02,16.19,0.7482104737,0.69,0.488,0.392,11.17,4782146.58522158,7.1656731871
RN,199109,11154001.796361718,336.23054100916664,0.41173194246666667,2415077.0,1458290.24000562,60.03,8.02,16.19,0.7482104737,0.591,0.696,0.242,11.17,4782146.58522158,8.1963422525
RO,199109,8393695.409914782,183.51682604083334,0.6415330001371214,1133265.0,868573.7938560823,60.03,8.02,16.19,0.7482104737,0.729,0.547,0.328,11.17,4782146.58522158,7.4314122991
RR,199109,2403776.531183804,40.93606602166666,0.9506167680098488,217583.0,117370.25945970355,60.03,8.02,16.19,0.7482104737,0.635,0.667,0.181,11.17,4782146.58522158,6.6986022912
RS,199109,129533522.25214964,3346.146863841667,1.2715117119522725,9138463.0,6985085.32890725,60.03,8.02,16.19,0.7482104737,0.628,0.585,0.24,11.17,4782146.58522158,5.1546450091
SC,199109,73882684.80049263,1511.7910657166665,1.4528267650242421,4542048.0,2598078.5488379677,60.03,8.02,16.19,0.7482104737,0.753,0.643,0.329,11.17,4782146.58522158,4.2607275367
SE,199109,11806542.664578674,273.48732739083334,0.7047414790757575,1491878.0,977311.3965231569,60.03,8.02,16.19,0.7482104737,0.73,0.648,0.363,11.17,4782146.58522158,7.4379297202
SP,199109,665923808.0488559,15236.479203,1.8820320281053033,31588794.0,34146733.69435206,60.03,8.02,16.19,0.7482104737,0.581,0.729,0.211,11.17,4782146.58522158,8.8106222392
TO,199109,6500040.427061751,77.57601406250001,0.6313529032787879,918400.0,2262.547462019558,60.03,8.02,16.19,0.7482104737,0.589,0.552,0.155,11.17,4782146.58522158,6.1001752559
AC,199110,3414430.5186904306,63.27221643749999,0.7236268679113637,417102.0,193787.81229054937,75.2,3.1,25.85,0.7295715714,0.645,0.647,0.176,11.17,4782146.58522158,9.2163144702
AL,199110,14489470.417802181,335.2754101116667,0.5134815480992425,2512658.0,845472.6891150108,75.2,3.1,25.85,0.7295715714,0.552,0.574,0.174,11.17,4782146.58522158,8.9808491103
AM,199110,14899444.46533179,796.54401865,0.6248130867818182,2102766.0,1826941.571214872,75.2,3.1,25.85,0.7295715714,0.668,0.527,0.254,11.17,4782146.58522158,11.5557304923
AP,199110,2665892.568071007,75.78174342,0.8067543634068183,289035.0,76587.27606655475,75.2,3.1,25.85,0.7295715714,0.645,0.62,0.204,11.17,4782146.58522158,5.9229397628
BA,199110,65786903.3376188,2075.8213407666667,0.4942425545568181,11867336.0,5683829.373040227,75.2,3.1,25.85,0.7295715714,0.582,0.605,0.182,11.17,4782146.58522158,8.2114353503
CE,199110,31273074.572579894,859.0184900666668,0.43934861612348486,6366132.0,3799567.6188618415,75.2,3.1,25.85,0.7295715714,0.613,0.543,0.204,11.17,4782146.58522158,5.7108578194
DF,199110,68947237.10856682,1078.0361464833334,3.8175874962848484,1601093.0,1542831.919862427,75.2,3.1,25.85,0.7295715714,0.731,0.532,0.419,11.17,4782146.58522158,8.4169350178
ES,199110,33975195.77680283,780.8887401666665,1.1626825535969694,2600619.0,2720139.002548767,75.2,3.1,25.85,0.7295715714,0.686,0.762,0.304,11.17,4782146.58522158,7.2961765187
GO,199110,42124284.217956305,885.6590204833334,0.9327984351424242,4017506.0,2163556.044326334,75.2,3.1,25.85,0.7295715714,0.668,0.619,0.273,11.17,4782146.58522158,6.6636499637
MA,199110,21486309.808851816,383.20917084666655,0.3890738253643939,4929676.0,668219.2186570844,75.2,3.1,25.85,0.7295715714,0.551,0.633,0.173,11.17,4782146.58522158,3.3580371244
MG,199110,184551908.4079289,4483.643828249999,1.0504944720568181,15743536.0,14813333.183585502,75.2,3.1,25.85,0.7295715714,0.699,0.478,0.259,11.17,4782146.58522158,7.2408620601
MS,199110,18187851.204356626,465.5252617583333,0.9084527613787876,1780385.0,1479802.7504827874,75.2,3.1,25.85,0.7295715714,0.654,0.641,0.221,11.17,4782146.58522158,6.0260523681
MT,199110,16295872.15003593,429.0594555866667,0.7010725046795453,2026069.0,924457.1255709738,75.2,3.1,25.85,0.7295715714,0.689,0.627,0.257,11.17,4782146.58522158,6.0826265968
