bi_lstm,dense,epochs,neuronios,ativacao_lstm,ativacao_normal,normalizacao,mae,rmse,mape
1,0,100,32,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,24053.175224905302,41010.26535111251,0.24335596585333813
1,0,100,32,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,20390.71517658813,35888.8652718713,0.19777031141336376
1,0,100,32,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,23072.28986476089,36980.04772205841,0.2724466581431303
1,0,100,32,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,26842.563508600393,44458.17590706615,0.28973612533440946
1,0,150,256,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,136864.24153764205,225111.1360091158,0.7816135401216137
1,0,150,256,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,136845.5720461061,225281.6287586014,0.778035169810851
1,0,150,256,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,136850.67773200758,225102.9850838224,0.784207469013908
1,0,150,256,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,136860.01806343978,225287.80952214106,0.7798783706296788
1,0,150,256,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,136864.16008285986,225112.47427590901,0.7807023178195139
1,0,150,256,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,136875.06734484166,225286.84947488466,0.7823315074278023
1,0,150,256,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,25061.086648319128,38249.6437383679,0.31447872587818576
1,0,150,256,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,35975.79786520827,48735.74748092078,0.5802187022189577
1,0,150,256,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,19273.395555160983,33336.16724174126,0.18815919219950467
1,0,150,256,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,22120.32296096598,39891.84896538247,0.1868462378529724
1,0,150,256,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,29985.47585641572,46480.031780487996,0.3755671852097663
1,0,150,256,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,53875.04783376367,72790.21134295297,0.7500595456250694
1,0,150,256,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,27410.543351269345,46402.66348201699,0.286637746140553
1,0,150,256,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,24803.885989591243,40563.04963302839,0.24980299459985636
1,0,150,256,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,21942.569150607946,35713.52126457785,0.23336906754759473
1,0,150,256,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,21592.395113271756,38048.55504729019,0.20987384767947354
1,0,150,256,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,26064.234747277464,40865.705990718096,0.32715033580486885
1,0,150,256,swish,,<class 'sklearn.preprocessing._data.PowerTransformer'>,28865.143439644016,45396.25520129437,0.30829191943054524
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,142022.60335759944,228432.12127615418,0.8751527185056841
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.StandardScaler'>,142035.07725226402,228619.73064443804,0.8727252995505586
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,141993.76850023674,228429.1990198753,0.8734404623753876
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,142042.42402865848,228624.53072153774,0.8728680182442047
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,142035.25342092803,228432.89678578402,0.8760394475580475
1,0,150,128,tanh,,<class 'sklearn.preprocessing._data.PowerTransformer'>,142035.01050724293,228619.52458379595,0.8727315640967284
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,23370.77817589962,38750.04887216314,0.27711625185098715
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.StandardScaler'>,26991.02400646928,39796.415265704185,0.38852548089631045
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,23504.229796401516,43248.88325291011,0.2259606314435327
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,21989.02602189019,38169.37625026938,0.20177729844863762
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,25859.6918655303,39713.736487135815,0.3407670645476632
1,0,150,128,relu,,<class 'sklearn.preprocessing._data.PowerTransformer'>,47406.194999833875,61115.29918648871,0.6972008785792858
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,25392.985727687028,43011.169123309315,0.2732884995750525
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.StandardScaler'>,24291.375619102655,41740.37095210506,0.21656998227397686
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,21530.268393110797,35598.243025463904,0.23297185302439133
1,0,150,128,swish,,<class 'sklearn.preprocessing._data.MinMaxScaler'>,20659.49427826929,36740.30752838436,0.18348595242109328
